"Author","Confidence-Score-score","Detection Method","Detection Method ID","interaction","Interaction Type","Module_Edge_Color","name","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Database"
"Huttlin EL (2017)","0.999999997","affinity chromatography technology","MI:0004","2217259","physical association","-1","221154 (2217259) 10367","physical association","pubmed","28514442","false","2217259","221154 (2217259) 10367","psi-mi"
"Jarrett CR (2001)",,"imaging technique","MI:0428","243735","colocalization","-1","10297 (243735) 58","colocalization","pubmed","11691822","false","243735","10297 (243735) 58","psi-mi"
"Li X (2015)",,"affinity chromatography technology","MI:0004","1506233","physical association","-1","2735 (1506233) 8087","physical association","pubmed","25609649","false","1506233","2735 (1506233) 8087","psi-mi"
"Boldt K (2016)",,"affinity chromatography technology","MI:0004","2330551","physical association","-1","10367 (2330551) 16","physical association","pubmed","27173435","false","2330551","10367 (2330551) 16","psi-mi"
"Li X (2015)",,"affinity chromatography technology","MI:0004","1510217","physical association","-1","94234 (1510217) 8087","physical association","pubmed","25609649","false","1510217","94234 (1510217) 8087","psi-mi"
"Boldt K (2016)",,"affinity chromatography technology","MI:0004","2331627","physical association","-1","9212 (2331627) 10367","physical association","pubmed","27173435","false","2331627","9212 (2331627) 10367","psi-mi"
"Capelluto DG (2002)",,"affinity chromatography technology","MI:0004","244179","physical association","-1","8215 (244179) 58","physical association","pubmed","12384700","false","244179","8215 (244179) 58","psi-mi"
"Li X (2015)",,"affinity chromatography technology","MI:0004","1510338","physical association","-1","2307 (1510338) 8087","physical association","pubmed","25609649","false","1510338","2307 (1510338) 8087","psi-mi"
"Huttlin EL (2017)","0.99680192","affinity chromatography technology","MI:0004","2236125","physical association","-1","84861 (2236125) 10367","physical association","pubmed","28514442","false","2236125","84861 (2236125) 10367","psi-mi"
"Hannemann JR (1998)",,"imaging technique","MI:0428","245240","colocalization","-1","2120 (245240) 58","colocalization","pubmed","9695962","false","245240","2120 (245240) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448396","physical association","-1","890 (1448396) 8087","physical association","pubmed","26496610","false","1448396","890 (1448396) 8087","psi-mi"
"Huttlin EL (2017)","0.999179052","affinity chromatography technology","MI:0004","2231738","physical association","-1","5565 (2231738) 4703","physical association","pubmed","28514442","false","2231738","5565 (2231738) 4703","psi-mi"
"Taddei ML (2002)",,"affinity chromatography technology","MI:0004","245241","physical association","-1","1000 (245241) 58","physical association","pubmed","12438242","false","245241","1000 (245241) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448397","physical association","-1","891 (1448397) 8087","physical association","pubmed","26496610","false","1448397","891 (1448397) 8087","psi-mi"
"Huttlin EL (2017)","0.998753401","affinity chromatography technology","MI:0004","2232933","physical association","-1","10367 (2232933) 286097","physical association","pubmed","28514442","false","2232933","10367 (2232933) 286097","psi-mi"
"Foster KS (2006)",,"affinity chromatography technology","MI:0004","479337","physical association","-1","6598 (479337) 58","physical association","pubmed","16568092","false","479337","6598 (479337) 58","psi-mi"
"Foster KS (2006)",,"affinity chromatography technology","MI:0004","479340","physical association","-1","207 (479340) 58","physical association","pubmed","16568092","false","479340","207 (479340) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448398","physical association","-1","1191 (1448398) 8087","physical association","pubmed","26496610","false","1448398","1191 (1448398) 8087","psi-mi"
"Huttlin EL (2017)","0.964775136","affinity chromatography technology","MI:0004","2248900","physical association","-1","973 (2248900) 10367","physical association","pubmed","28514442","false","2248900","973 (2248900) 10367","psi-mi"
"Bosch-Comas A (2006)",,"two hybrid","MI:0018","442414","direct interaction","-1","29761 (442414) 58","direct interaction","pubmed","16501887","false","442414","29761 (442414) 58","psi-mi"
"Huttlin EL (2017)","0.962832668","affinity chromatography technology","MI:0004","2249316","physical association","-1","25771 (2249316) 10367","physical association","pubmed","28514442","false","2249316","25771 (2249316) 10367","psi-mi"
"Bosch-Comas A (2006)",,"pull down","MI:0096","442417","direct interaction","-1","29761 (442417) 58","direct interaction","pubmed","16501887","false","442417","29761 (442417) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448399","physical association","-1","5129 (1448399) 8087","physical association","pubmed","26496610","false","1448399","5129 (1448399) 8087","psi-mi"
"Waltregny D (2005)",,"affinity chromatography technology","MI:0004","504029","physical association","-1","58 (504029) 55869","physical association","pubmed","15772115","false","504029","58 (504029) 55869","psi-mi"
"Huttlin EL (2017)","0.949148966","affinity chromatography technology","MI:0004","2251951","physical association","-1","10367 (2251951) 51184","physical association","pubmed","28514442","false","2251951","10367 (2251951) 51184","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448400","physical association","-1","5580 (1448400) 8087","physical association","pubmed","26496610","false","1448400","5580 (1448400) 8087","psi-mi"
"Zhang S (2002)",,"biochemical","MI:0401","504850","association","-1","1660 (504850) 58","association","pubmed","11687588","false","504850","1660 (504850) 58","psi-mi"
"Huttlin EL (2017)","0.943384613","affinity chromatography technology","MI:0004","2252984","physical association","-1","221074 (2252984) 10367","physical association","pubmed","28514442","false","2252984","221074 (2252984) 10367","psi-mi"
"Zhang S (2002)",,"affinity chromatography technology","MI:0004","504851","physical association","-1","58 (504851) 1660","physical association","pubmed","11687588","false","504851","58 (504851) 1660","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448401","physical association","-1","6622 (1448401) 8087","physical association","pubmed","26496610","false","1448401","6622 (1448401) 8087","psi-mi"
"Zhang S (2002)",,"pull down","MI:0096","504853","direct interaction","-1","58 (504853) 1660","direct interaction","pubmed","11687588","false","504853","58 (504853) 1660","psi-mi"
"Huttlin EL (2017)","0.93473811","affinity chromatography technology","MI:0004","2254344","physical association","-1","25917 (2254344) 10367","physical association","pubmed","28514442","false","2254344","25917 (2254344) 10367","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448402","physical association","-1","7257 (1448402) 8087","physical association","pubmed","26496610","false","1448402","7257 (1448402) 8087","psi-mi"
"Kabsch W (1990)",,"x-ray crystallography","MI:0114","565375","association","-1","58 (565375) 1773","association","pubmed","2395459","false","565375","58 (565375) 1773","psi-mi"
"Huttlin EL (2017)","0.92673835","affinity chromatography technology","MI:0004","2255517","physical association","-1","56125 (2255517) 10367","physical association","pubmed","28514442","false","2255517","56125 (2255517) 10367","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448403","physical association","-1","9774 (1448403) 8087","physical association","pubmed","26496610","false","1448403","9774 (1448403) 8087","psi-mi"
"Hawkins PG (2010)",,"affinity chromatography technology","MI:0004","565672","physical association","-1","5460 (565672) 58","physical association","pubmed","21151833","false","565672","5460 (565672) 58","psi-mi"
"Huttlin EL (2017)","0.913281669","affinity chromatography technology","MI:0004","2257253","physical association","-1","10367 (2257253) 285598","physical association","pubmed","28514442","false","2257253","10367 (2257253) 285598","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448404","physical association","-1","9984 (1448404) 8087","physical association","pubmed","26496610","false","1448404","9984 (1448404) 8087","psi-mi"
"Doyon Y (2004)",,"affinity chromatography technology","MI:0004","565899","physical association","-1","55929 (565899) 58","physical association","pubmed","14966270","false","565899","55929 (565899) 58","psi-mi"
"Huttlin EL (2017)","0.912808659","affinity chromatography technology","MI:0004","2257321","physical association","-1","10367 (2257321) 23357","physical association","pubmed","28514442","false","2257321","10367 (2257321) 23357","psi-mi"
"Doyon Y (2004)",,"affinity chromatography technology","MI:0004","565909","physical association","-1","10524 (565909) 58","physical association","pubmed","14966270","false","565909","10524 (565909) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448405","physical association","-1","10528 (1448405) 8087","physical association","pubmed","26496610","false","1448405","10528 (1448405) 8087","psi-mi"
"Huttlin EL (2017)","0.830583122","affinity chromatography technology","MI:0004","2265950","physical association","-1","974 (2265950) 10367","physical association","pubmed","28514442","false","2265950","974 (2265950) 10367","psi-mi"
"Jung SY (2005)",,"affinity chromatography technology","MI:0004","571593","physical association","-1","8202 (571593) 58","physical association","pubmed","16051665","false","571593","8202 (571593) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448406","physical association","-1","10769 (1448406) 8087","physical association","pubmed","26496610","false","1448406","10769 (1448406) 8087","psi-mi"
"Jung SY (2005)",,"affinity chromatography technology","MI:0004","571599","physical association","-1","2033 (571599) 58","physical association","pubmed","16051665","false","571599","2033 (571599) 58","psi-mi"
"Huttlin EL (2017)","0.816630015","affinity chromatography technology","MI:0004","2267189","physical association","-1","10376 (2267189) 10367","physical association","pubmed","28514442","false","2267189","10376 (2267189) 10367","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448407","physical association","-1","54520 (1448407) 8087","physical association","pubmed","26496610","false","1448407","54520 (1448407) 8087","psi-mi"
"Jung SY (2005)",,"affinity chromatography technology","MI:0004","571606","physical association","-1","7337 (571606) 58","physical association","pubmed","16051665","false","571606","7337 (571606) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448408","physical association","-1","55236 (1448408) 8087","physical association","pubmed","26496610","false","1448408","55236 (1448408) 8087","psi-mi"
"Lai Y (2011)",,"affinity chromatography technology","MI:0004","610970","physical association","-1","7428 (610970) 1291","physical association","pubmed","21942715","false","610970","7428 (610970) 1291","psi-mi"
"Mak AB (2010)",,"affinity chromatography technology","MI:0004","636257","physical association","-1","6602 (636257) 58","physical association","pubmed","20305087","false","636257","6602 (636257) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448409","physical association","-1","57187 (1448409) 8087","physical association","pubmed","26496610","false","1448409","57187 (1448409) 8087","psi-mi"
"Vinayagam A (2011)",,"two hybrid","MI:0018","602416","direct interaction","-1","51726 (602416) 1291","direct interaction","pubmed","21900206","false","602416","51726 (602416) 1291","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448410","physical association","-1","57606 (1448410) 8087","physical association","pubmed","26496610","false","1448410","57606 (1448410) 8087","psi-mi"
"Bidanset DJ (1992)",,"pull down","MI:0096","287782","direct interaction","-1","1634 (287782) 1291","direct interaction","pubmed","1544908","false","287782","1634 (287782) 1291","psi-mi"
"Lamb RF (2000)",,"imaging technique","MI:0428","282206","colocalization","-1","7248 (282206) 58","colocalization","pubmed","10806479","false","282206","7248 (282206) 58","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1448411","physical association","-1","57644 (1448411) 8087","physical association","pubmed","26496610","false","1448411","57644 (1448411) 8087","psi-mi"
"Fahrig T (1987)",,"pull down","MI:0096","296998","direct interaction","-1","4099 (296998) 1291","direct interaction","pubmed","2446864","false","296998","4099 (296998) 1291","psi-mi"
